id,status_group
30710,functional
26030,functional
62688,functional
48696,functional needs repair
22377,non functional
73932,non functional
52740,functional needs repair
5174,functional
13006,non functional
34039,non functional
46518,functional
11226,non functional
36822,functional
72326,non functional
66753,non functional
10746,non functional
10837,functional
72132,functional
52294,functional
18515,functional
3199,non functional
70637,functional
48493,functional needs repair
17108,functional
34904,functional
73055,functional needs repair
41178,functional
9671,non functional
70814,non functional
31192,functional
634,functional
66890,functional
42864,functional
2775,functional
65779,functional
4660,functional
30216,non functional
3200,functional
43331,functional
20995,functional
70109,non functional
15748,functional
30353,non functional
23361,functional
30457,non functional
31228,functional
28585,non functional
5467,non functional
15024,functional
49334,non functional
70709,functional
29098,functional
57861,non functional
3410,functional
43707,non functional
50044,functional needs repair
62594,non functional
48083,functional
59728,functional
13093,non functional
45475,non functional
4550,functional
10691,non functional
64040,non functional
20921,non functional
62966,non functional
17426,functional
1343,non functional
73314,non functional
36985,non functional
72386,functional
65175,non functional
14040,functional
55733,non functional
21915,non functional
27584,non functional
10988,functional
60332,functional
34932,functional needs repair
40295,functional
32495,functional
65769,non functional
40010,non functional
55051,non functional
72480,functional
56433,non functional
37835,functional
16430,functional
3248,functional
42988,functional
57820,non functional
24496,functional
29100,functional
25501,non functional
7642,functional
49628,non functional
9515,functional
34524,functional
39806,functional needs repair
35974,non functional
33625,functional
18327,non functional
48342,functional
14030,functional
54409,non functional
3392,non functional
72827,functional
3979,non functional
721,non functional
38579,functional
59972,non functional
785,non functional
12439,functional
34175,functional
38640,functional
56669,functional
12092,functional
32995,non functional
13652,non functional
22808,non functional
73717,non functional
18023,functional
44325,functional needs repair
67319,functional
2261,non functional
54877,functional needs repair
8766,functional needs repair
58825,non functional
48878,functional
51485,functional
25357,non functional
39526,functional needs repair
53394,non functional
68490,functional needs repair
13913,functional
3698,non functional
47862,functional
73215,functional
44587,non functional
52203,non functional
67460,non functional
11637,functional
35545,functional
55079,functional
49368,non functional
71033,non functional
64224,non functional
42394,non functional
51160,functional
11377,non functional
56674,functional
66771,non functional
25856,functional needs repair
21934,non functional
35952,functional
18264,functional
72530,functional needs repair
41460,non functional
12247,non functional
52019,functional
53442,functional
9541,functional
69674,functional
1381,non functional
847,functional
11117,functional
5711,non functional
26475,non functional
21754,functional needs repair
22533,functional needs repair
53531,functional
34451,non functional
22694,functional
51508,functional
71154,functional
50879,functional
24955,functional
61389,non functional
39533,functional needs repair
30421,non functional
42562,non functional
11061,non functional
65009,non functional
44994,non functional
54129,functional
58479,non functional
45403,non functional
73036,functional
1015,functional needs repair
20483,functional
32889,functional
54886,functional
19546,non functional
38961,functional
622,non functional
13705,non functional
5907,functional
6675,functional
39879,functional
50300,non functional
73169,functional
33866,non functional
65693,functional
59867,non functional
42793,functional needs repair
73981,non functional
72603,non functional
30650,non functional
48940,non functional
65012,non functional
1569,functional
57317,non functional
62949,functional
73155,functional
35113,functional
71265,functional
18468,non functional
9037,functional
28772,non functional
73718,non functional
43057,functional
40620,functional
